start_time, flow_size (#bytes)
0.363032953 28269
0.363074930 1103368
0.363085752 44535
0.364119620 6579390
0.364247807 51371
0.364281460 38522
0.365612440 27906
0.365934299 7713
0.367111111 962160
0.368635062 8490072
0.368638763 577573
0.369892903 180696
0.374392041 1124
0.376022234 2410359
0.376997024 36792
0.379136300 6482
0.379934036 77681
0.381552897 6059
0.381906275 52377
0.383241110 4608823
0.384559822 8897
0.389948780 4153572
0.390903945 6596284
0.391969764 6664719
0.394391646 9877600
0.397841241 2402
0.398103884 47826
0.402259682 30005
0.402498828 4589139
0.403307286 5562542
0.403546046 688940
0.404339447 5099
0.405969553 24739
0.406024820 3996
0.406110988 5552354
0.407952164 4941870
0.409478724 79755
0.409975100 28641500
0.410589970 66303
0.411239700 16351286
0.411502154 35597
0.413061536 4213
0.414339341 67918
0.414796105 23841
0.415784082 43585
0.416617779 37495
0.421434807 8895
0.421574014 38678
0.422796480 673411
0.423488669 29518662
0.424081645 1214066
0.425469347 2391615
0.430581696 4693809
0.432559160 985987
0.433117979 9845
0.433206417 24190
0.433980458 78152
0.436008326 9195780
0.436178949 7133
0.437396969 1453980
0.439974049 7559434
0.445579683 49960
0.446234017 9853
0.447813155 654095
0.450521616 6483
0.451463255 167569
0.451841283 13805
0.454525362 3902
0.455395002 7722
0.456230056 16641550
0.456983599 3713747
0.457154214 27125
0.457861311 49962
0.459382873 38943
0.461093232 513495
0.461789748 57329
0.463093128 4669
0.465456090 627369
0.467227878 91868
0.467387942 51162
0.468098669 34208
0.468140244 1372542
0.468299244 250465
0.469960118 478290
0.474332116 6886
0.477092133 1946
0.478138816 50979
0.479154305 43019
0.479443370 1274
0.480441629 3283305
0.481080344 22286
0.481195139 5687
0.481537298 6667
0.481958327 4409
0.482051103 3688285
0.482292943 130884
0.484323054 63017
0.484550688 19919
0.485326422 79592
0.485914233 1814796
0.487815242 6943700
0.487855412 4870738
0.488537008 4351174
0.490141773 21565838
0.492088915 42908
0.493039531 45277
0.493660251 26090
0.494596981 853919
0.495041086 78703
0.495211802 11969
0.495277345 10487628
0.495282633 15715
0.496580134 5424
0.499500844 1196201
0.504139828 74838

